id_x,ticker,date,title,url,id_y,link_id,summary
57,Inspirna,2019-10-16,Featured on In Vivo: “Rgenix: A Cancer Start-Up’s Resolve To Crack The Mystery Of Metastasis”,https://inspirna.com/featured-on-in-vivo-rgenix-a-cancer-start-ups-resolve-to-crack-the-mystery-of-metastasis/,57,57,"Rgenix, a New York-based start-up co-founded by three prominent physician researchers, is taking aim at what it contends is the future of cancer treatment. The company is focused on the discovery and development of novel cancer drugs that target key pathways in cancers of high unmet need."
58,Inspirna,2019-09-16,Rgenix Names Industry Veteran to Chief Medical Officer Role,https://inspirna.com/rgenix-names-industry-veteran-to-chief-medical-officer-role/,58,58,"Robert Wasserman, MD, joins Rgenix with more than 20 years of oncology clinical development experience and prior senior roles in the biopharma industry. Dr. Wasserman will oversee new Phase 1b/2 trial of lead compound RGX-104 in lung cancer patients."
59,Inspirna,2019-04-03,Rgenix Presents Pre-Clinical Data on RGX-019 at the  2019 AACR Annual Meeting,https://inspirna.com/rgenix-presents-pre-clinical-data-on-rgx-019-at-the-2019-aacr-annual-meeting/,59,59,Rgenix Presents Pre-Clinical Data on RGX-019 at the  2019 AACR Annual Meeting. Pre-clinical data demonstrates first-in-class MERTK selective inhibitor with novel mechanism of action. Rgenix has initiated IND-enabling studies of RGx-019.
60,Inspirna,2019-04-01,Rgenix To Present Abstract on RGX-019 at the 2019 AACR Annual Meeting,https://inspirna.com/rgenix-to-present-abstract-on-rgx-019-at-the-2019-aacr-annual-meeting/,60,60,"Rgenix, Inc. will present an abstract about Rgenix’s RGX-019 program at the 2019 American Association for Cancer Research Annual Meeting. The meeting is scheduled to take place Friday, March 29 through Wednesday, April 3 in Atlanta. Dr. Isabel Kurth, Ph.D., will present data from pre-clinical research of RGX -019."
61,Inspirna,2019-02-01,Translational and Clinical Development Strategies for IO Agents Targeting the Innate Immune System,https://inspirna.com/translational-and-clinical-development-strategies-for-io-agents-targeting-the-innate-immune-system/,61,61,Immuno-Oncology 360° brings together diverse stakeholders of drug development in immuno-oncology (IO) Dr. Tavazoie’s talk will highlight strategies to support the translation of preclinical data into the clinic specifically for modalities targeting the innate immune system.
62,Inspirna,2018-12-14,Xconomy: New York Biotech – How to make it here,https://inspirna.com/new-york-biotech-how-to-make-it-here/,62,62,"Rgenix, Inc. is a privately-held clinical-stage biopharmaceutical company. The company is focused on the discovery and development of novel cancer drugs. Rgenix has $40M in Series C funding and is based in Long Island City, New York."
63,Inspirna,2018-11-30,Rgenix CEO Masoud Tavazoie Discusses Immune System Regulation in Cancer at Plenary Session during AACR Meeting,https://inspirna.com/rgenix-ceo-masoud-tavazoie-discusses-immune-system-regulation-in-cancer-at-plenary-session-during-aacr-meeting/,63,63,Rgenix CEO Masoud Tavazoie Discusses Immune System Regulation in Cancer at Plenary Session during AACR Meeting. The LXR/ApoE pathway was discovered as a cancer pathway by Rgenix founding scientists utilizing an unbiased experimental approach to identify key drivers of cancer progression.
64,Inspirna,2018-11-27,Rgenix Appoints Serial Entrepreneur and Senior Executive Peter Van Vlasselaer to Board of Directors,https://inspirna.com/rgenix-appoints-serial-entrepreneur-and-senior-executive-peter-van-vlasselaer-to-board-of-directors/,64,64,"Peter Van Vlasselaer, Ph.D., is a serial entrepreneur and most recently the President and CEO of ARMO Biosciences, which he also founded. Rgenix identifies novel cancer targets using a microRNA-based target discovery platform. The company is pursuing several first-in-class drug candidates for cancers of high unmet need."
65,Inspirna,2018-11-27,AACR Tumor Immunology and Immunotherapy Conference,https://inspirna.com/aacr-tumor-immunology-and-immunotherapy-conference/,65,65,"Inspirna, Inc. is a privately-held clinical-stage biopharmaceutical. company focused on the discovery and development of novel cancer drugs. Inspirna's drugs target key pathways in cancers of high unmet need. The company is based in Long Island City, New York."
66,Inspirna,2018-10-31,Rgenix Treats First Patient in Phase 1 Trial of RGX-202,https://inspirna.com/rgenix-treats-first-patient-in-phase-1-trial-of-rgx-202/,66,66,"Rgenix, Inc. has treated the first patient in a Phase 1 a/b study of RGX-202, an oral small molecule being developed for the treatment of gastrointestinal cancers. Rgenix identifies novel cancer targets using a microRNA-based target discovery platform. The company is funded by leading biotechnology investors."
67,Inspirna,2018-10-09,Rgenix Raises $40M in Series C Funding To Support Clinical Stage Oncology Programs,https://inspirna.com/rgenix-raises-40m-in-series-c-funding-to-support-clinical-stage-oncology-programs/,67,67,"Rgenix, Inc. announced that it has raised $40 million in a Series C financing in support of further development of the company’s clinical and pre-clinical oncology programs. The financing will support Phase 1b/2 clinical trials of the lead program RGX-104 in multiple cancer indications, including in checkpoint inhibitor refractory patients. The company is pursuing several first-in-class drug candidates to treat cancers of high unmet need."
68,Inspirna,2018-06-04,Rgenix Presents Data on Phase I Clinical Activity For RGX-104 at the 2018 ASCO Annual Meeting,https://inspirna.com/rgenix-presents-data-on-phase-i-clinical-activity-for-rgx-104-at-the-2018-asco-annual-meeting/,68,68,"Rgenix is presenting data on the safety, pharmacodynamics, and clinical activity from the dose escalation stage of the ongoing Phase Ia/b trial of RGX-104. The small molecule depletes myeloid derived suppressor cells (MDSCs) and stimulates dendritic cells (DCs), activating anti-tumor immunity."
69,Inspirna,2018-05-31,Rgenix To Present Data on RGX-104 Clinical Activity at  2018 ASCO Annual Meeting,https://inspirna.com/rgenix-to-present-data-on-rgx-104-clinical-activity-at-2018-asco-annual-meeting/,69,69,Rgenix will present its abstract on RGX-104’s pharmacodynamic and clinical activity at the 2018 Annual Meeting of the American Society of Clinical Oncology. The meeting will take place in Chicago from June 1 through June 5. Rgenix identifies novel cancer targets using a microRNA based target discovery platform.
70,Inspirna,2018-05-25,"Pharmacodynamic and clinical activity of RGX-104, a first-in-class immunotherapy targeting the liver-X nuclear hormone receptor (LXR), in patients with refractory malignancies",https://inspirna.com/pharmacodynamic-and-clinical-activity-of-rgx-104/,70,70,"RGX-104 is a small-molecule LXR agonist that modulates innate immunity via transcriptional activation of the ApoE gene. To read the abstract, please click here.Inspirna, Inc. is a privately-held clinical-stage biopharmaceutical company."
71,Inspirna,2018-01-11,Rgenix Announces Publication In Cell Demonstrating Activation of LXR/ApoE with RGX-104 Enhances Antitumor Immunity,https://inspirna.com/rgenix-announces-publication/,71,71,"Rgenix, Inc. announced today the publication of clinical and pre-clinical results by research collaborators at Rgenix and The Rockefeller University. The results of the collaboration, published in the January 11 online issue of Cell, reveal that the Liver-X Receptor/Apolipoprotein E (LXR/ApoE) pathway regulates anti-tumor immunity."
72,Inspirna,2017-11-17,Liver X Factor,https://inspirna.com/liver-x-factor/,72,72,"Rgenix’s Liver X Agonist Could Help Overcome Checkpoint Resistance in Cancer. Rgenix is a privately-held clinical-stage biopharmaceutical company focused on the discovery and development of novel cancer drugs. To read the full article, please click here."
73,Inspirna,2017-11-17,Rgenix Reports Phase I Data for Cancer Compound RGX-104,https://inspirna.com/rgenix-reports-phase-i-data-for-cancer-compound-rgx-104-2/,73,73,"Rgenix Inc. (New York, N.Y.) reported preliminary data from a Phase Ia/Ib trial showing that oral RGX-104 led to 4 cases of stable disease among 12 evaluable patients with advanced solid malignancies and lymphoma. To read the full article, please click here."
74,Inspirna,2017-10-30,Rgenix Reports Preliminary Phase 1a/b Clinical Data Demonstrating Immune-stimulatory Activity with RGX-104 in Advanced Cancer Patients,https://inspirna.com/rgenix-reports-preliminary-phase-1a-b-clinical-data-2/,74,74,Preliminary Phase 1a/b data demonstrate RGX-104 modulates the innate immune system to stimulate T cell activation in a diverse group of heavily pre-treated patients. The company presented the data at the AACR-NCI-EORTC International Conference on Molecular Targets and Cancer Therapeutics in Philadelphia.
75,Inspirna,2017-10-29,Rgenix Reports Preliminary Phase 1a/b,https://inspirna.com/rgenix-reports-preliminary-phase-1a-b/,75,75,Preliminary Phase 1a/b data demonstrate RGX-104 modulates the innate immune system to stimulate T cell activation in a diverse group of heavily pre-treated patients with refractory solid cancers. The company presented the data at the AACR-NCI-EORTC International Conference on Molecular Targets and Cancer Therapeutics in Philadelphia.
76,Inspirna,2017-10-26,Rgenix to Present Early Clinical Data on RGX-104 at the AACR-NCI-EORTC International Conference on Molecular Targets and Cancer Therapeutics,https://inspirna.com/rgenix-to-present-early-clinical-data-on-rgx-104/,76,76,"Rgenix, Inc. is a privately-held clinical-stage biopharmaceutical company focused on the discovery and development of novel cancer drugs. The company is pursuing several first-in-class drug candidates to treat cancers of high unmet need. Dr. Monica Mita, Principal Investigator of the RGX-104-001 study, will present at the 2017 AACR-NCI-EORTC International Conference on Molecular Targets and Cancer Therapeutics."
77,Inspirna,2017-10-09,Meet the 30 biotech leaders under 40 who are searching for breakthrough treatments and shaping the future of medicine,https://inspirna.com/meet-the-30-biotech-leaders-under-40/,77,77,"Meet the 30 biotech leaders under 40 who are searching for breakthrough treatments and shaping the future of medicine. To read the full piece, please click here. Visit inspirna.com for more information about Inspirna, a privately-held clinical-stage biopharmaceutical company."
78,Inspirna,2017-09-14,"For Rgenix CEO Masoud Tavazoie, fighting cancer is a family business",https://inspirna.com/for-rgenix-ceo-masoud-tavazoie-fighting-cancer-is-a-family-business/,78,78,"Rgenix CEO Masoud Tavazoie was recently interviewed for an article in The Pharma Letter. To read the full piece, please click here. Rgenix is a privately-held clinical-stage biopharmaceutical company focused on the discovery and development of novel cancer drugs."
79,Inspirna,2017-04-28,Rgenix Appoints Chief Medical Officer,https://inspirna.com/rgenix-appoints-chief-medical-officer/,79,79,"Rgenix, Inc. announced today the appointment of Roger Waltzman, M.D., M.B.A. as its Chief Medical Officer. Dr. Waltzman brings more than 20 years of experience in oncology across the entire new drug development and approval process. He will oversee clinical development, including clinical trial design and the new drug application process with regulators."
80,Inspirna,2017-01-06,"Rgenix Announces Treatment of First Patient in Phase 1 Trial of RGX-104, its Lead Immuno-Oncology Therapeutic",https://inspirna.com/rgenix-announces-treatment-of-first-patient-in-phase-1-trial-of-rgx-104/,80,80,Rgenix announces treatment of the first patient with its lead candidate RGX-104 in a Phase 1a/b study. The 80-patient study consists of an initial dose-escalation stage involving patients with advanced solid malignancies and lymphoma. The LXR-ApoE pathway was originally identified as a cancer target using a novel microRNA-based discovery platform.
81,Inspirna,2016-06-29,What does it take to succeed as a New York biotech startup?,https://inspirna.com/rgenix-announces-33-million-series-b-financing-to-develop-first-in-class-cancer-therapeutics/,81,81,"Inspirna, Inc. is a privately-held clinical-stage biopharmaceutical. company focused on the discovery and development of novel cancer drugs. The company is based in Long Island City, New York City. Inspirna is developing drugs that target key pathways in cancers of high unmet need."
82,Inspirna,2016-06-15,"Rgenix Raises $33M, Preps Cancer Trial For Drug Shelved By GSK",https://inspirna.com/rgenix-raises-33m-preps-cancer-trial-for-drug-shelved-by-gsk/,82,82,"Inspirna, Inc. is a privately-held clinical-stage biopharmaceutical. company focused on the discovery and development of novel cancer drugs. The company's drugs target key pathways in cancers of high unmet need. Inspirna is based in Long Island City, New York."
83,Inspirna,2016-06-15,"Rottweiler tested, Novo and Sofinnova back $33M round for Rgenix",https://inspirna.com/rottweiler-tested-novo-and-sofinnova-back-33m-round-for-rgenix/,83,83,"Inspirna, Inc. is a privately-held clinical-stage biopharmaceutical company. The company is focused on the discovery and development of novel cancer drugs that target key pathways in cancers of high unmet need. Rgenix is a publicly-held company."
84,Inspirna,2016-06-15,Rgenix Announces $33 Million Series B Financing to Develop First-in-Class Cancer Therapeutics,https://inspirna.com/rgenix-announces-33-million-series-b-financing-to-develop-first-in-class-cancer-therapeutics-2/,84,84,"Rgenix announced a $33 million Series B financing led by Novo A/S and Sofinnova Partners. The financing will support clinical development of Rgenix’s lead drug candidates, RGX-104 andRGX-202, as well as further development of its therapeutics pipeline."
85,Inspirna,2015-08-31,"In New York, Rgenix Rises From Rockefeller and Takes Aim at Cancer",https://inspirna.com/in-new-york-rgenix-rises-from-rockefeller-and-takes-aim-at-cancer/,85,85,"Inspirna, Inc. is a privately-held clinical-stage biopharmaceutical. company focused on the discovery and development of novel cancer drugs. The company's drugs target key pathways in cancers of high unmet need. Inspirna is based in Long Island City, New York."
86,Inspirna,2024-01-04,Inspirna to Present at the 42nd Annual J.P. Morgan Healthcare Conference,https://inspirna.com/inspirna-to-present-at-the-42nd-annual-j-p-morgan-healthcare-conference/,86,86,"Inspirna, Inc. is a privately-held clinical-stage biopharmaceutical company focused on the discovery and development of novel cancer drugs. Inspirna’s lead drug candidate, ompenaclid (RGX-202), is an orally-administered small molecule that targets the CKB/SLC6A8 pathway."
87,Inspirna,2024-01-04,"Inspirna Partners with Merck KGaA, Darmstadt, Germany, to Accelerate Global Development of Ompenaclid (RGX-202)",https://inspirna.com/inspirna-partners-with-merck-kgaa-darmstadt-germany-to-accelerate-global-development-of-ompenaclid-rgx-202/,87,87,Ompenaclid (RGX-202) is a first-in-class oral inhibitor of the creatine transport channel SLC6A8. It is currently in development for RAS mutated (RASm) second-line (2L) advanced or metastatic colorectal cancer (mCRC) Inspirna will receive an upfront payment of $45 million.
88,Inspirna,2023-10-23,Inspirna Announces Clinical Data from Phase 1b/2 Study of Ompenaclid (RGX-202) in Advanced Colorectal Cancer at ESMO Congress 2023,https://inspirna.com/inspirna-announces-clinical-data-from-phase-1b-2-study-of-ompenaclid-rgx-202-in-advanced-colorectal-cancer-at-esmo-congress-2023/,88,88,"Ompenaclid (RGX-202) in combination with FOLFIRI and bevacizumab (BEV) in RAS-mutated (RASm) advanced or metastatic colorectal cancer (CRC) presented at the European Society for Medical Oncology (ESMO) Congress 2023 being held October 20-24, 2023 in Madrid, Spain. Inspirna hosted a virtual KOL panel on Sunday, October 22, to discuss these clinical data."
89,Inspirna,2023-10-16,Inspirna to Present Clinical Data from Phase 1b/2 Study of Ompenaclid (RGX-202) in Advanced Colorectal Cancer at ESMO Congress 2023,https://inspirna.com/inspirna-to-present-clinical-data-from-phase-1b-2-study-of-ompenaclid-rgx-202-in-advanced-colorectal-cancer-at-esmo-congress-2023/,89,89,"Inspirna, Inc. announced today that data from the ongoing Phase 1b/2 study of ompenaclid (RGX-202) in combination with FOLFIRI and bevacizumab (BEV) in RAS-mutated (RASm) advanced or metastatic colorectal cancer (CRC) will be presented at the European Society for Medical Oncology (ESMO) Congress 2023. Inspirna will host a virtual KOL panel to discuss the data on Sunday, October 22, 2023 at 12:30pm ET. A webcast of the event will be available on the “Events and Presentations"
90,Inspirna,2023-06-01,Inspirna to Present at the Jefferies Healthcare Conference,https://inspirna.com/inspirna-to-present-at-the-jefferies-healthcare-conference/,90,90,"Inspirna, Inc. is a clinical stage biopharmaceutical company developing first-in-class cancer therapeutics. Chief Executive Officer Dr. Usman “Oz” Azam, M.D., will participate in a corporate presentation at the Jefferies Healthcare Conference on June 8, 2023 at 1:30pm ET."
91,Inspirna,2023-05-01,"Inspirna Appoints Dr. Usman “Oz” Azam, M.D., as New Chief Executive Officer",https://inspirna.com/inspirna-appoints-dr-usman-oz-azam-m-d-as-new-chief-executive-officer/,91,91,"Inspirna appoints Dr. Usman “Oz” Azam, M.D., as its new Chief Executive Officer. Co-founder Masoud Tavazoie steps down as Chief Executive officer and Director. Dr. Azam brings over two decades of drug development experience."
92,Inspirna,2023-01-05,Inspirna Announces Interim Data from Phase 1b/2 Study of Abequolixron (RGX-104) in Relapsed or Refractory Lung Cancer,https://inspirna.com/inspirna-announces-interim-data-from-phase-1b-2-study-of-abequolixron-rgx-104-in-relapsed-or-refractory-lung-cancer/,92,92,"Abequolixron (RGX-104) is a first-in-class, small molecule liver X receptor (LXR) agonist designed to target APOE dysregulation and enhance anti-tumor immunity. The drug candidate could be a valuable addition to a current standard of care chemotherapy in heavily-pretreated patients with lung cancer."
93,Inspirna,2022-11-17,Inspirna to Present at the Evercore ISI Annual HealthCONx Conference,https://inspirna.com/inspirna-to-present-at-the-evercore-isi-annual-healthconx-conference/,93,93,"Inspirna, Inc. is a privately-held clinical-stage biopharmaceutical company focused on the discovery and development of novel cancer drugs. The company is pursuing several first-in-class drug candidates. Its lead drug candidate, RGX-202, is an orally-administered small molecule that targets the CKB/SLC6A8 pathway."
94,Inspirna,2022-07-11,Inspirna Raises $50 Million in Series D Financing,https://inspirna.com/inspirna-raises-50-million-in-series-d-financing/,94,94,"Inspirna, Inc. announced that it has raised $50 million in a Series D financing round. New investors Sands Capital and Vivo Capital, with additional participation from new investor Dreavent 6. Existing investors also participated in the financing round including Novo Holdings A/S, Sofinnova Partners, Sixty Degree Capital Fund."
95,Inspirna,2022-06-28,Inspirna to Present Phase 1b RGX-202-01 Clinical Trial Data at the 2022 ESMO World Congress on Gastrointestinal Cancer,https://inspirna.com/inspirna-to-present-phase-1b-rgx-202-01-clinical-trial-data-at-the-2022-esmo-world-congress-on-gastrointestinal-cancer/,95,95,"RGX-202-01 is an oral, potential first-in-class small molecule inhibitor of SLC6a8, a creatine transporter that drives colorectal cancer and certain other cancers’ progression. The drug is also very well-tolerated, enabling a safe and effective combination therapy with FOLFIRI/BEV to provide further optionality for patients."
96,Inspirna,2022-05-26,Inspirna to Present Phase 1b RGX-202-01 Clinical Trial Data at the 2022 American Society of Clinical Oncology (ASCO) Annual Meeting,https://inspirna.com/inspirna-to-present-phase-1b-rgx-202-01-clinical-trial-data-at-the-2022-american-society-of-clinical-oncology-asco-annual-meeting/,96,96,"RGX-202-01 is an oral, potential first-in-class small molecule inhibitor of SLC6a8, a creatine transporter that drives colorectal cancer and certain other cancers’ progression. It is currently being evaluated in a Phase 1b dose escalation and expansion study in combination with FOLFIRI/BEV. The primary endpoint of the study is to determine maximum tolerated dose (MTD), overall response rate (ORR), and treatment-emergent adverse events (TEAEs)"
97,Inspirna,2022-04-27,Inspirna Announces Phase 1b RGX-202 Clinical Trial Data Selected for Poster Presentation at the 2022 American Society of Clinical Oncology (ASCO) Annual Meeting,https://inspirna.com/inspirna-announces-phase-1b-rgx-202-clinical-trial-data-selected-for-poster-presentation-at-the-2022-american-society-of-clinical-oncology-asco-annual-meeting/,97,97,"Inspirna, Inc. will present a poster at the 2022 American Society of Clinical Oncology (ASCO) Annual Meeting being held June 3-7 in Chicago, Illinois. Inspirna’s lead drug candidate RGX-202 is an orally-administered small molecule that targets the CKB/SLC6A8 pathway."
98,Inspirna,2022-04-07,Inspirna to Present at 21st Annual Needham Virtual Healthcare Conference,https://inspirna.com/inspirna-to-present-at-21st-annual-needham-virtual-healthcare-conference/,98,98,"Inspirna, Inc. is a privately-held clinical-stage biopharmaceutical company. The company is pursuing several first-in-class drug candidates to treat cancers of need. CEO Masoud Tavazoie will present at the 21st Annual Needham Virtual Healthcare Conference on April 14, 2022."
99,Inspirna,2022-03-08,Inspirna to Participate in Multiple Virtual Healthcare Investor Conferences in March,https://inspirna.com/inspirna-to-participate-in-multiple-virtual-healthcare-investor-conferences-in-march/,99,99,"Inspirna, Inc. is a clinical stage biopharmaceutical company developing first-in-class small molecule and biologic cancer therapeutics. CEO Masoud Tavazoie, M.D., Ph.D. will participate in multiple virtual healthcare investor conferences taking place during the month of March."
100,Inspirna,2021-12-09,Inspirna Strengthens Scientific Advisory Board with Two Globally Renowned Experts in Gastrointestinal Oncology,https://inspirna.com/inspirna-strengthens-scientific-advisory-board-with-two-globally-renowned-experts-in-gastrointestinal-oncology/,100,100,"Inspirna, Inc. announced today the appointment of Josep Tabernero, M.D., Ph.D. and Alan P. Venook, M,D., to its scientific advisory board. Dr. Taberneo is the Director of the Vall d’Hebron Institute of Oncology (VHIO) and Head of the Medical oncology Department of Vall d'Hebrons University Hospital. Dr Venook is the Madden Family Distinguished Professor of Medical Oncologist and Associate Director for Development at the University of California, San Francisco."
101,Inspirna,2021-11-22,Inspirna to Present at the Piper Sandler 33rd Annual Virtual Healthcare Conference,https://inspirna.com/inspirna-to-present-at-the-piper-sandler-33rd-annual-virtual-healthcare-conference/,101,101,"Inspirna, Inc. is a clinical stage biopharmaceutical company developing first-in-class small molecule and biologic cancer therapeutics. CEO Masoud Tavazoie will present at the Piper Sandler 33rd Annual Virtual Healthcare Conference at 10:00 A.M. EST on November 22, 2021."
102,Inspirna,2021-11-10,Inspirna to Present at the Stifel 2021 Virtual Healthcare Conference,https://inspirna.com/stifel-2021-virtual-healthcare-conference/,102,102,"Inspirna, Inc. will present at the Stifel 2021 Virtual Healthcare Conference at 10:40 A.M. EST on November 17, 2021. To view this virtual presentation, live, register for the event here. Inspirna identifies novel cancer targets using its RNA-based target discovery platform, RNA-DRIVErTM."
103,Inspirna,2021-11-04,Inspirna Announces Clinical Collaboration with Bristol Myers Squibb to Study RGX-104 in Combination with Yervoy® (ipilimumab) for Treatment of Metastatic Endometrial Cancer,https://inspirna.com/inspirna-announces-clinical-collaboration-with-bristol-myers-squibb-to-study-rgx-104-in-combination-with-yervoy-ipilimumab-for-treatment-of-metastatic-endometrial-cancer/,103,103,"Inspirna, Inc. announced a collaboration with Bristol Myers Squibb on a clinical trial of a combination therapy using RGX-104 (abequolixron), the Company’s small molecule agonist of the Liver X Receptor/Apolipoprotein E (“LXR/APOE”) pathway, and Yervoy (ipilimumab) The study will focus on patients with metastatic endometrial cancer whose genomes possess the E2 or E4 APOE genetic biomarker."
104,Inspirna,2021-09-30,RGENIX Announces Company Name Change to Inspirna and Expands Board of Directors with Appointment of Pharma Veteran Dieter Weinand,https://inspirna.com/rgenix-announces-company-name-change-to-inspirna-and-expands-board-of-directors-with-appointment-of-pharma-veteran-dieter-weinand/,104,104,"Inspirna, Inc., a privately-held biopharmaceutical company, announced today its corporate name change from Rgenix to Inspirna. The company also announced the appointment of Dieter Weinand to its Board of Directors, where he will serve as Chairman. Mr. Weinand, formerly CEO of Bayer Pharma AG, brings over 30 years of experience across the pharmaceutical and biotechnology industries."
105,Inspirna,2020-11-23,RGENIX to Present at Piper Sandler 32nd Annual Virtual Healthcare Conference,https://inspirna.com/rgenix-to-present-at-piper-sandler-32nd-annual-virtual-healthcare-conference/,105,105,"Rgenix, Inc. is a clinical stage biopharmaceutical company developing first-in-class small molecule and antibody cancer therapeutics. CEO Masoud Tavazoie, M.D., will present at the 32nd Annual Piper Sandler Virtual Healthcare Conference."
106,Inspirna,2020-11-04,RGENIX to Present at 2020 Stifel Virtual Healthcare Conference,https://inspirna.com/rgenix-to-present-at-2020-stifel-virtual-healthcare-conference/,106,106,"RGENIX, Inc. is a clinical stage biopharmaceutical company developing first-in-class small molecule and antibody cancer therapeutics. CEO Masoud Tavazoie, M.D., Ph.D. will present at the 2020 Stifel Virtual Healthcare Conference on November 16, 2020."
107,Inspirna,2020-09-02,RGENIX to Present at H.C. Wainwright 22nd Annual Global Investment Conference,https://inspirna.com/rgenix-to-present-at-h-c-wainwright-22nd-annual-global-investment-conference/,107,107,"Rgenix will present at the H.C. Wainwright 22nd Annual Global Investment Conference on September 16, 2020. The company is pursuing several first-in-class drug candidates to treat cancers of high unmet need. RGENIX identifies novel cancer targets using a microRNA based target discovery platform."
108,Inspirna,2020-08-05,RGENIX to Present at Multiple Virtual Healthcare Investor Conferences in August,https://inspirna.com/rgenix-to-present-at-multiple-virtual-healthcare-investor-conferences-in-august/,108,108,"RGENIX, Inc., a clinical stage biopharmaceutical company developing first-in-class small molecule and antibody cancer therapeutics, announced today that it has been selected to present at multiple virtual healthcare investor conferences. These conferences include: LifeSci Partners Summer Symposium, Wedbush PacGrow Healthcare Conference, and Canaccord Genuity 40th Annual Growth Conference."
109,Inspirna,2020-06-22,RGENIX Presents Biomarker and Efficacy Results from Phase 1 Dose Escalation Cohorts of RGX-104 at the 2020 AACR Annual Meeting,https://inspirna.com/rgenix-presents-biomarker-and-efficacy-results-from-phase-1-dose-escalation-cohorts-of-rgx-104-at-the-2020-aacr-annual-meeting/,109,109,The abstract was accepted for the 2020 American Association for Cancer Research (AACR) Annual Meeting. The abstract results will be presented as a virtual poster presentation (#LB-133/7) in the Late-Breaking Research: Clinical Research 1 session. RGX-104 is a small-molecule LXR agonist that modulates innate immunity via transcriptional activation of the ApoE gene.
110,Inspirna,2020-06-22,RGENIX Presents Results from Preclinical Safety and Efficacy Studies of RGX-019 at the 2020 AACR Annual Meeting,https://inspirna.com/rgenix-presents-results-from-preclinical-safety-and-efficacy-studies-of-rgx-019-at-the-2020-aacr-annual-meeting/,110,110,"RGENIX, Inc. is presenting an abstract on RGX-019, its pre-clinical antibody program in development. The abstract was accepted for the 2020 American Association for Cancer Research (AACR) Annual Meeting. The results will be presented as a virtual poster presentation (LB-090) during the Late-Breaking Research: Immunology 1 session."
111,Inspirna,2020-05-29,RGENIX Shows Clinical Activity of Novel Agent RGX-202 in Patients with KRAS Mutant Colorectal Cancer in Phase 1 Trial,https://inspirna.com/rgenix-shows-clinical-activity-of-novel-agent-rgx-202-in-patients-with-kras-mutant-colorectal-cancer-in-phase-1-trial/,111,111,RGX-202 is a first-in-class small molecule that inhibits a novel cancer metabolism pathway involved in supplying energy to cancer cells. The SLC6a8/CKB pathway was discovered using RGENIX’s proprietary miRNA-based target-discovery platform applied to KRAS mutant CRC.
112,Inspirna,2020-05-21,RGENIX To Present RGX-202 Phase I Data at 2020 ASCO Virtual Scientific Program,https://inspirna.com/rgenix-to-present-rgx-202-phase-i-data-at-2020-asco-virtual-scientific-program/,112,112,"Rgenix will present an oral abstract related to the RGX-202 program at the 2020 American Society of Clinical Oncology (ASCO) Virtual Scientific Program. The meeting is scheduled to take place May 29 – 31, 2020. RGENIX identifies novel cancer targets using a microRNA based target discovery platform. The company is pursuing several first-in-class drug candidates to treat cancers of high unmet need."
113,Inspirna,2020-04-27,RGENIX Presents Initial Results of Combination Trial of RGX-104 at the 2020 AACR Annual Meeting,https://inspirna.com/rgenix-presents-initial-results-of-combination-trial-of-rgx-104-at-the-2020-aacr-annual-meeting/,113,113,"RGX-104 is a small-molecule LXR agonist that modulates innate immunity via transcriptional activation of the ApoE gene. The safety profile was consistent with the individual profiles of RGx-104 and docetaxel, with neutropenia the most common drug-related adverse event observed. The results support further development of this regimen."
114,Inspirna,2020-02-26,Clinical Development of First-in-class Innate IO Agents,https://inspirna.com/clinical-development-of-first-in-class-innate-io-agents/,114,114,"The sixth IO360 conference in New York City gathers key representatives from industry, non-profits, regulatory bodies, investors and patients. Stakeholders will present and contrast strategies in IO from a scientific, clinical and regulatory viewpoint. Masoud Tavazoie, CEO of RGENIX, will present rationale and development strategies for novel modalities impacting the innate immune system."
115,Inspirna,2019-12-13,Rgenix Cancer Therapeutics Company Focuses on RNA to Identify Novel Targets,https://inspirna.com/rgenix-cancer-therapeutics-company-focuses-on-rna-to-identify-novel-targets/,115,115,"Inspirna, Inc. is a privately-held clinical-stage biopharmaceutical company. The company is focused on the discovery and development of novel cancer drugs that target key pathways in cancers of high unmet need. For confidential support call the Samaritans on 08457 90 90 90, visit a local Samaritans branch or see www.samaritans.org."
116,Inspirna,2019-10-16,Featured on In Vivo: “Rgenix: A Cancer Start-Up’s Resolve To Crack The Mystery Of Metastasis”,https://inspirna.com/featured-on-in-vivo-rgenix-a-cancer-start-ups-resolve-to-crack-the-mystery-of-metastasis/,116,116,"Rgenix, a New York-based start-up co-founded by three prominent physician researchers, is taking aim at what it contends is the future of cancer treatment. The company is focused on the discovery and development of novel cancer drugs that target key pathways in cancers of high unmet need."
117,Inspirna,2019-09-16,Rgenix Names Industry Veteran to Chief Medical Officer Role,https://inspirna.com/rgenix-names-industry-veteran-to-chief-medical-officer-role/,117,117,"Robert Wasserman, MD, joins Rgenix with more than 20 years of oncology clinical development experience and prior senior roles in the biopharma industry. Dr. Wasserman will oversee new Phase 1b/2 trial of lead compound RGX-104 in lung cancer patients."
